model,dataset,seed,variant,split,run_id,log_path,hparams,HR@10,HR@20,HR@5,HR@50,NDCG@10,NDCG@20,NDCG@5,NDCG@50
FuXiAlpha,MovieLens_100K_fuxi_sweep_e10s0_20251218,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__cb28a3a616,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__cb28a3a616.txt,attn_dropout=0.2;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.5352,0.7249,0.3721,,0.3029,0.3512,0.2503,
FuXiAlpha,MovieLens_100K_fuxi_sweep_e10s0_20251218,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__e3cdcb2c16,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__e3cdcb2c16.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.6023,0.7623,0.4158,,0.3298,0.3704,0.2697,
FuXiAlpha,MovieLens_100K_fuxi_sweep_e10s0_20251218,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__e3cdcb2c16,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K_fuxi_sweep_e10s0_20251218__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__e3cdcb2c16.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.5394,0.7281,0.3817,,0.3035,0.3516,0.2528,
FuXiAlpha,MovieLens_100K_fuxi_sweep_pathfix_test,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_100K_fuxi_sweep_pathfix_test__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__37f91b10cf,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K_fuxi_sweep_pathfix_test__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__37f91b10cf.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.323,0.5107,0.193,,0.1638,0.2109,0.1216,
FuXiAlpha,MovieLens_100K_fuxi_sweep_pathfix_test,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_100K_fuxi_sweep_pathfix_test__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__37f91b10cf,..\log\FuXiAlpha\FuXiAlpha__MovieLens_100K_fuxi_sweep_pathfix_test__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__37f91b10cf.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.3092,0.4819,0.2026,,0.1656,0.209,0.1312,
FuXiAlpha,MovieLens_1M,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0.txt,attn_dropout=0.0;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.5517,0.7506,0.3772,,0.3073,0.3577,0.2509,
FuXiAlpha,MovieLens_1M,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_buckets=32__time_bucket_max=1000000__ff_hidden_size=256__attn_dropout=0.0.txt,attn_dropout=0.0;emb_size=64;ff_hidden_size=256;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1;time_bucket_max=1000000;time_buckets=32,0.5322,0.7146,0.359,,0.2943,0.3402,0.2385,
FuXiAlpha,MovieLens_1M,1,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_bu__0bedb099c9,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_bu__0bedb099c9.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.8031,0.9006,0.6684,,0.5449,0.5697,0.501,
FuXiAlpha,MovieLens_1M,1,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_bu__0bedb099c9,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_bu__0bedb099c9.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.7668,0.8752,0.6409,,0.5161,0.5436,0.4752,
FuXiAlpha,MovieLens_1M,2,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_bu__3e35999db3,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_bu__3e35999db3.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.8064,0.9029,0.6752,,0.543,0.5675,0.5003,
FuXiAlpha,MovieLens_1M,2,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_bu__3e35999db3,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__time_bu__3e35999db3.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.7718,0.8742,0.6379,,0.5142,0.5404,0.4707,
FuXiAlpha,MovieLens_1M_ep50,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__ti__dcc5bb1671,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__ti__dcc5bb1671.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.8144,0.9044,0.6957,,0.5658,0.5886,0.5272,
FuXiAlpha,MovieLens_1M_ep50,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__ti__dcc5bb1671,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__ti__dcc5bb1671.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.7864,0.882,0.6588,,0.5391,0.5635,0.4978,
FuXiAlpha,MovieLens_1M_ep50,1,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__ti__ab0f95e041,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__ti__ab0f95e041.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.8146,0.9049,0.6997,,0.5634,0.5864,0.526,
FuXiAlpha,MovieLens_1M_ep50,1,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__ti__ab0f95e041,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50__1__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__ti__ab0f95e041.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.7804,0.8833,0.6579,,0.5368,0.5629,0.4971,
FuXiAlpha,MovieLens_1M_ep50,2,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__ti__0e5e299b31,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__ti__0e5e299b31.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.8169,0.9062,0.6982,,0.5699,0.5925,0.5311,
FuXiAlpha,MovieLens_1M_ep50,2,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__ti__0e5e299b31,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50__2__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ffn=0__ti__0e5e299b31.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.7839,0.8802,0.6603,,0.5374,0.5619,0.4973,
FuXiAlpha,MovieLens_1M_ep50_abla,0,pos1_time1_latent1_ssffn0_noams,dev,FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_ams=0__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__d723d4d3ab,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_ams=0__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__d723d4d3ab.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_ams=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8142,0.9026,0.6932,0.9791,0.5631,0.5856,0.5237,0.6011
FuXiAlpha,MovieLens_1M_ep50_abla,0,pos1_time1_latent1_ssffn0_noams,test,FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_ams=0__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__d723d4d3ab,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_ams=0__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi__d723d4d3ab.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_ams=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7784,0.8762,0.6545,0.9712,0.5326,0.5573,0.4922,0.5765
FuXiAlpha,MovieLens_1M_ep50_abla,0,pos0_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=0__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__4812389423,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=0__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__4812389423.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=0;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8174,0.9055,0.6904,0.9806,0.5681,0.5906,0.5269,0.6057
FuXiAlpha,MovieLens_1M_ep50_abla,0,pos0_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=0__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__4812389423,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=0__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__4812389423.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=0;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7806,0.8823,0.6546,0.9712,0.5368,0.5626,0.4958,0.5804
FuXiAlpha,MovieLens_1M_ep50_abla,0,pos1_time0_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_single_stage_ff__14957074f3,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_single_stage_ff__14957074f3.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=0;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8126,0.9037,0.6906,0.9811,0.5675,0.5906,0.5278,0.6062
FuXiAlpha,MovieLens_1M_ep50_abla,0,pos1_time0_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_single_stage_ff__14957074f3,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_single_stage_ff__14957074f3.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=0;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7849,0.8805,0.6576,0.971,0.5384,0.5627,0.497,0.5809
FuXiAlpha,MovieLens_1M_ep50_abla,0,pos1_time1_latent1_ssffn1,dev,FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__2fe5f1f386,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__2fe5f1f386.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=1;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.801,0.8974,0.6752,0.9799,0.5462,0.5707,0.5052,0.5874
FuXiAlpha,MovieLens_1M_ep50_abla,0,pos1_time1_latent1_ssffn1,test,FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__2fe5f1f386,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__2fe5f1f386.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=1;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.766,0.8759,0.6311,0.9688,0.519,0.547,0.4751,0.5656
FuXiAlpha,MovieLens_1M_ep50_abla,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__fd889a6c7c,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__fd889a6c7c.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8144,0.9044,0.6957,0.9809,0.5658,0.5886,0.5272,0.6041
FuXiAlpha,MovieLens_1M_ep50_abla,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__fd889a6c7c,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__fd889a6c7c.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7864,0.882,0.6588,0.9712,0.5391,0.5635,0.4978,0.5814
FuXiAlpha,MovieLens_1M_ep50_abla,1,pos0_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=0__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__fb728d4ad9,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=0__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__fb728d4ad9.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=0;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8194,0.9027,0.7043,0.9798,0.5724,0.5936,0.5351,0.6092
FuXiAlpha,MovieLens_1M_ep50_abla,1,pos0_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=0__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__fb728d4ad9,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=0__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__fb728d4ad9.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=0;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7852,0.8807,0.6619,0.9715,0.5412,0.5654,0.5011,0.5836
FuXiAlpha,MovieLens_1M_ep50_abla,1,pos1_time0_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_single_stage_ff__bb67ee540e,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_single_stage_ff__bb67ee540e.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=0;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8155,0.9067,0.6969,0.9788,0.5677,0.5908,0.5291,0.6053
FuXiAlpha,MovieLens_1M_ep50_abla,1,pos1_time0_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_single_stage_ff__bb67ee540e,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_single_stage_ff__bb67ee540e.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=0;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7862,0.8827,0.6568,0.971,0.5371,0.5617,0.4948,0.5794
