model,dataset,seed,variant,split,run_id,log_path,hparams,HR@10,HR@20,HR@5,HR@50,NDCG@10,NDCG@20,NDCG@5,NDCG@50
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__1027c77b42,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__1027c77b42.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=2,0.7834,0.8815,0.6566,,0.5357,0.5606,0.4944,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__cb64e9fb79,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__cb64e9fb79.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=2,0.8162,0.908,0.6924,,0.5697,0.5931,0.5294,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__cb64e9fb79,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__cb64e9fb79.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=2,0.7872,0.884,0.6603,,0.5419,0.5667,0.5007,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__0e607996f4,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__0e607996f4.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=4,0.8157,0.9067,0.6903,,0.561,0.5842,0.5203,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__0e607996f4,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__0e607996f4.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=4,0.7779,0.8812,0.654,,0.5339,0.5603,0.4936,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__1ad5e6d368,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__1ad5e6d368.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=4,0.8155,0.9075,0.6967,,0.5623,0.5856,0.5239,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__1ad5e6d368,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__1ad5e6d368.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=4,0.7774,0.8762,0.6523,,0.5315,0.5566,0.491,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__0aea61a125,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__0aea61a125.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.8192,0.9074,0.6942,,0.5677,0.5901,0.527,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__0aea61a125,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__0aea61a125.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.7864,0.8858,0.6622,,0.5364,0.5617,0.4961,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__7197285c05,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__7197285c05.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.8144,0.9044,0.6957,,0.5658,0.5886,0.5272,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__7197285c05,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__7197285c05.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=1,0.7864,0.882,0.6588,,0.5391,0.5635,0.4978,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__152dd6ccec,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__152dd6ccec.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=2,0.8141,0.9042,0.6929,,0.567,0.5899,0.5276,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__152dd6ccec,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__152dd6ccec.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=2,0.7819,0.8817,0.6576,,0.537,0.5624,0.4964,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__58e7310800,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__58e7310800.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=2,0.8147,0.906,0.6932,,0.5666,0.5899,0.527,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__58e7310800,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__58e7310800.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=2,0.7789,0.8772,0.653,,0.529,0.554,0.4881,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__0ba05d009f,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__0ba05d009f.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=4,0.8073,0.9034,0.6868,,0.5503,0.5746,0.5113,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__0ba05d009f,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__0ba05d009f.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=4,0.7728,0.8735,0.6434,,0.5233,0.5489,0.4811,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__d8491b893e,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__d8491b893e.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=4,0.8119,0.9059,0.6908,,0.5614,0.5853,0.522,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__d8491b893e,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.001__l2=0__emb_size=64__num_layers=4__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=__d8491b893e.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=4;num_layers=4,0.7789,0.8797,0.6556,,0.534,0.5596,0.494,
GRU4Rec,Grocery_and_Gourmet_Food,0,default,dev,GRU4Rec__Grocery_and_Gourmet_Food__0__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__Grocery_and_Gourmet_Food__0__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.3826,0.5299,0.2429,,0.2015,0.2389,0.1566,
GRU4Rec,Grocery_and_Gourmet_Food,0,default,test,GRU4Rec__Grocery_and_Gourmet_Food__0__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__Grocery_and_Gourmet_Food__0__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.3408,0.4829,0.2054,,0.1728,0.209,0.1292,
GRU4Rec,Grocery_and_Gourmet_Food,1,default,dev,GRU4Rec__Grocery_and_Gourmet_Food__1__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__Grocery_and_Gourmet_Food__1__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.4893,0.601,0.3748,,0.2965,0.3246,0.2594,
GRU4Rec,Grocery_and_Gourmet_Food,1,default,test,GRU4Rec__Grocery_and_Gourmet_Food__1__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__Grocery_and_Gourmet_Food__1__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.443,0.5554,0.326,,0.2563,0.2848,0.2184,
GRU4Rec,Grocery_and_Gourmet_Food,2,default,dev,GRU4Rec__Grocery_and_Gourmet_Food__2__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__Grocery_and_Gourmet_Food__2__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.491,0.6045,0.376,,0.2981,0.3266,0.2608,
GRU4Rec,Grocery_and_Gourmet_Food,2,default,test,GRU4Rec__Grocery_and_Gourmet_Food__2__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__Grocery_and_Gourmet_Food__2__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.4391,0.5587,0.3283,,0.2596,0.2898,0.2237,
GRU4Rec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,0,default,dev,GRU4Rec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__0__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__0__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.4896,0.6117,0.3878,,0.3167,0.3475,0.2838,
GRU4Rec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,0,default,test,GRU4Rec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__0__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__0__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.4481,0.5702,0.3395,,0.2753,0.306,0.2402,
GRU4Rec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,1,default,dev,GRU4Rec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__1__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__1__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.4901,0.6,0.3747,,0.297,0.3247,0.2596,
GRU4Rec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,1,default,test,GRU4Rec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__1__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__1__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.4421,0.5569,0.3271,,0.257,0.286,0.2197,
GRU4Rec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,2,default,dev,GRU4Rec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__2__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__2__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.491,0.6079,0.3881,,0.3129,0.3423,0.2795,
GRU4Rec,Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp,2,default,test,GRU4Rec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__2__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__Grocery_and_Gourmet_Food_grocery_ep50_h50_cmp__2__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.4462,0.5726,0.3342,,0.2716,0.3035,0.2353,
GRU4Rec,MovieLens_100K,0,default,dev,GRU4Rec__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.6418,0.7889,0.451,,0.363,0.4004,0.3017,
GRU4Rec,MovieLens_100K,0,default,test,GRU4Rec__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_100K__0__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.5768,0.7537,0.4062,,0.3276,0.3723,0.2728,
GRU4Rec,MovieLens_100K,1,default,dev,GRU4Rec__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.6109,0.7953,0.4414,,0.3473,0.3939,0.2921,
GRU4Rec,MovieLens_100K,1,default,test,GRU4Rec__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_100K__1__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.5736,0.7409,0.4158,,0.3299,0.372,0.2792,
GRU4Rec,MovieLens_100K,2,default,dev,GRU4Rec__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.6301,0.7921,0.4595,,0.3562,0.3977,0.3016,
GRU4Rec,MovieLens_100K,2,default,test,GRU4Rec__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_100K__2__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.5768,0.7516,0.403,,0.3289,0.3733,0.273,
GRU4Rec,MovieLens_1M,0,default,dev,GRU4Rec__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.5491,0.7428,0.3714,,0.3028,0.3519,0.2455,
GRU4Rec,MovieLens_1M,0,default,test,GRU4Rec__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_1M__0__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.5247,0.7141,0.3578,,0.2877,0.3356,0.234,
GRU4Rec,MovieLens_1M,1,default,dev,GRU4Rec__MovieLens_1M__1__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_1M__1__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.7721,0.8905,0.6255,,0.5,0.53,0.4521,
GRU4Rec,MovieLens_1M,1,default,test,GRU4Rec__MovieLens_1M__1__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_1M__1__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.7333,0.8566,0.5877,,0.4707,0.5021,0.4234,
GRU4Rec,MovieLens_1M,2,default,dev,GRU4Rec__MovieLens_1M__2__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_1M__2__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.7721,0.8875,0.622,,0.5024,0.5318,0.4537,
GRU4Rec,MovieLens_1M,2,default,test,GRU4Rec__MovieLens_1M__2__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_1M__2__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.7347,0.8605,0.597,,0.481,0.513,0.4365,
GRU4Rec,MovieLens_1M_ep50,0,default,dev,GRU4Rec__MovieLens_1M_ep50__0__lr=0.001__l2=0__emb_size=64__hidden_size=64,..\log\GRU4Rec\GRU4Rec__MovieLens_1M_ep50__0__lr=0.001__l2=0__emb_size=64__hidden_size=64.txt,emb_size=64;hidden_size=64;l2=0;lr=0.001,0.8061,0.9034,0.6803,,0.5457,0.5706,0.505,
